Theme - code,Theme - Label,Goal,Goal - Label,Outcome,Outcome - Label,Indicator,Unit of measure,Breakdowns,Data source,Corresponding SDG indicator,Code in '.stat',Corresponding NMDI indicator,DataFlow - NON SDG,Delivery priority (H/M/L),Already in .Stat,Data Visualization,Type of figure,# of figure,Comments,Updated in Test Dashboard (Thomas),Graph ok/ko Alison/Amandine,PDH.stat Link ok/ko,Status,Comment,Add a description of the indicator,Max for the scale,change values,SEX,AGE,URBANIZATION,INCOME,EDUCATION LEVEL,OCCUPATION,COMPOSITE BREAKDOWN,DISABILITY,check availability in .stat (production),Link,Status of the BP50 link in the Dashboard (production),Comment2,BP50 link in production,Comment Release 2,Draft text to accompany cartoon (for finalisation upon seeing the cartoons),Negative values
4,Resource and Economic Development,1,"Improved socioeconomic wellbeing and prosperity of all Pacific peoples through inclusive, resilient, and sustainable economic development ",1.0,"Improved socioeconomic wellbeing of all Pacific peoples through inclusive, resilient, and sustainable economic development.",Growth rates of household expenditure or income per capita,PERCENT,,,10.1.1,SI_HEI_TOTL,,,H,Y,Figure,Column chart,0,,,OK,OK,Approved,Phase 2: Cartoon with a sentence,No comment,20,YES,_T,_T,_T,B40,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 10 - Reduced Inequalities (pacificdata.org),Approved,change selected values + scale,.Stat Data Explorer • Blue Pacific 2050 (all) (pacificdata.org),,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.6,Strengthened waste management and reduction in all forms of pollution and effective mitigation of various threats to the ocean and land environment inclusive of nuclear contamination. ,Municipal waste recycled (Tonnes),PERCENT,,,12.5.1,SPC_12_5_1,,,H,Y,Figure,Column chart,1,,,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 12 - Responsible Consumption and Production (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.6,Strengthened waste management and reduction in all forms of pollution and effective mitigation of various threats to the ocean and land environment inclusive of nuclear contamination. ,Beach litter per square kilometer (Number),UNITS,,,14.1.1,EN_MAR_BEALITSQ,,,H,Y,Figure,Large Tree Map,1,,,OK,OK,Approved,Phase 2: Tree Map - evaluate priority,Approved,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 14 - Life Below Water (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.0,"Increased access of Pacific communities to affordable, reliable, resilient, safe, secure, inclusive, and interoperable ICT services.",Fixed Internet broadband subscriptions per 100 inhabitants,PERCENT,,,17.6.1,IT_NET_BBND,,,H,Y,Figure,Column with Drilldown,1,"First X axis: GEO_PICT, second X axis: YEAR (no breakdown by speed)",,OK,OK,Approved,,Approved,,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 17 - Partnerships for the Goals (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.0,"Increased access of Pacific communities to affordable, reliable, resilient, safe, secure, inclusive, and interoperable ICT services.",Proportion of individuals using the Internet,PERCENT,"Sex, Age",,17.8.1,IT_USE_ii99,,,H,Y,Figure,Column with Drilldown,1,"Order by size or sub-regional grouping / First X axis: GEO_PICT, second X axis: YEAR - last value for all ages or 10+",,OK,OK,Approved,,Approved,100,YES,_T,_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 17 - Partnerships for the Goals (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.0,"Increased access of Pacific communities to affordable, reliable, resilient, safe, secure, inclusive, and interoperable ICT services.",Proportion of individuals who own a mobile telephone,PERCENT,Sex,,5.b.1,IT_MOB_OWN,,,H,Y,Figure,Column chart,1,"no total, by sex",,KO,,Needs Fixing,change values,Approved,100,YES,(M) + (F),Y15T49,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Sustainable Development Goal 05 - Gender Equality (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.0,"Increased access of Pacific communities to affordable, reliable, resilient, safe, secure, inclusive, and interoperable ICT services.",Proportion of population covered by at least a 4G mobile network,PERCENT,"Sex, network type",,9.c.1,IT_MOB_4GNTWK,,,H,Y,Figure,Column chart,1,,,OK,OK,Approved,,No comment,100,NO,,,,,,,,,YES,".Stat Data Explorer • Sustainable Development Goal 09 - Industry, Innovation and Infrastructure (pacificdata.org)",Approved,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.0,"Improved access by all Pacific peoples to affordable, reliable, regular, safe, and clean and sustainable land, air, and sea transport services.",Number of reported maritime search and rescue incidents per year,NUMBER,,PIPI Report,,BPI_NRM,,(new indicator),H,N,Figure,Column comparison,1,,,OK,OK,Approved,Phase 2: column comparison,No comment,,NO,,,,,,,,,NO,Not yet,Approved,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.0,"Improved access by all Pacific peoples to affordable, reliable, regular, safe, and clean and sustainable land, air, and sea transport services.","Number of road fatalities per 10,000 registered vehicles",Per 10000,,PIPI Report,,BPI_NRF,,(new indicator),H,N,Figure,Radar chart,1,,,OK,OK,Approved,Phase 2: Radar chart,No comment,,NO,,,,,,,,,NO,Not yet,Approved,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.2,"Pacific governments and communities have developed and strengthened capacity for adapting, building resilience, and responding to climate change and disaster risks, particularly for the most vulnerable.","Number of people per 100,000 that are covered by early warning information through local governments and through national dissemination mechanisms",Per 100000,,,,,,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.2,"Pacific governments and communities have developed and strengthened capacity for adapting, building resilience, and responding to climate change and disaster risks, particularly for the most vulnerable.","Number of countries that have accessible, understandable, useable and relevant disaster risk information and assessment available to the people at the national and local levels  ",BOOL,,,,,,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,2,The region remains a global leader on climate action.,2.1,The region is influencing global policies to ensure that the planet limits the warming trajectory to 1.5-degree warming.,"Number of FIC seats in global discussions (GCF, UNCCC) -tbd",,,,,,,,M,N,,,,suggestion:https://www.highcharts.com/demo/highcharts/column-placement or 3 figures*,,,,,,,,,,,,,,,,,,,,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.2,"Improved digital literacy, skills, and capability for all Pacific peoples including vulnerable communities and marginalised groups.","Proportion of individuals who sent e-mail with a file (e.g. document, picture or video)",PERCENT,"Sex, Age",MICS,,MAILFILE,MAILFILE,DF_MICS,H,Y,Figure,Column chart,0,Only 4 countries,,OK,OK,Approved,,No comment,50,YES,(M) + (F),_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Selection of indicators from the Multiple Indicator Cluster Surveys programme (MICS) for PICTs (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.2,"Improved digital literacy, skills, and capability for all Pacific peoples including vulnerable communities and marginalised groups.","Proportion of individuals who found, downloaded, installed & configured software",PERCENT,"Sex, Age",MICS,,DOWNSOFT,DOWNSOFT,DF_MICS,H,Y,Figure,Column chart,0,Only 4 countries,,OK,OK,Approved,,No comment,50,YES,(M) + (F),_T,_T,_T,_T,_T,_Z,_T,YES,.Stat Data Explorer • Selection of indicators from the Multiple Indicator Cluster Surveys programme (MICS) for PICTs (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.1,"Increased investment in and maintenance of affordable, reliable, regular, safe, and secure land, air, and sea transport infrastructure, systems, and operations.",Liner Shipping Connectivity Index,INDEX,,PIPI Report,,BPI_LSC,,(new indicator),H,N,Figure,Column with Drilldown,1,"First X axis: GEO_PICT, second X axis: YEAR ",,OK,OK,Approved,,No comment,,NO,,,,,,,,,NO,Not yet,Approved,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.1,"Increased investment in and maintenance of affordable, reliable, regular, safe, and secure land, air, and sea transport infrastructure, systems, and operations.",Proportion of airports with unpaved runways,PERCENT,,PIPI Report,,BPI_PAU,,(new indicator),H,N,Figure,Column comparison,1,,,OK,OK,Approved,Phase 2: column comparison,No comment,,NO,,,,,,,,,NO,Not yet,Approved,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.1,"Increased investment in and maintenance of affordable, reliable, regular, safe, and secure land, air, and sea transport infrastructure, systems, and operations.",Proportion of roads unpaved,PERCENT,,PIPI Report,,BPI_PRU,,(new indicator),H,N,Figure,Column with Drilldown,1,"First X axis: GEO_PICT, second X axis: YEAR ",,OK,OK,Approved,,No comment,100,NO,,,,,,,,,NO,Not yet,Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.0,"Improved climate resilience, food security, prosperity, and wellbeing of all Pacific peoples including vulnerable communities and marginalised groups through sustainable management of ocean and land-based ecosystems.",Proportion of households engaging in fishing,PERCENT,,HIES,,,,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.3,Strengthened enabling environment for an inclusive digital economy and e-services.,E-governance Index,INDEX,,UNDESA,,EGI,EGI,DF_EGOV,H,Y,Figure,Line chart,1,,,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • E-Government development index (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.3,Strengthened enabling environment for an inclusive digital economy and e-services.,Online service Index,INDEX,,UNDESA,,OSI,OSI,DF_EGOV,H,Y,Figure,Line chart,1,,,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,https://stats.pacificdata.org/vis?pg=0&bp=true&snb=1&df[ds]=ds%3ASPC2&df[id]=DF_EGOV&df[ag]=SPC&df[vs]=1.0&pd=%2C2022&dq=A..OSI&ly[cl]=TIME_PERIOD&ly[rw]=GEO_PICT&to[TIME_PERIOD]=false&lb=bt&tm=EGI,Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.4,Strengthened cyber security measures to protect Pacific peoples and systems from cyber threats.,National Cyber Security Index,INDEX,,NCSI,,NCSI_RANK,NCSI_RANK,DF_NCSI,H,Y,Figure,Column chart,0,,,OK,OK,Approved,,Approved,,NO,,,,,,,,,YES,.Stat Data Explorer • Selection of National Cyber Security Index (NCSI) indicators for Pacific Island Countries and Territories (pacificdata.org),Approved,,,,,
7,Technology and Connectivity,2,"Empower Pacific communities with access to cost-effective, dependable, resilient, safe, secure, inclusive, and interoperable ICT services, encompassing e-services and the digital economy.",2.4,Strengthened cyber security measures to protect Pacific peoples and systems from cyber threats.,Cybersecurity Policy,UNIT,,NCSI,,NCSI_POLI,NCSI_POLI,DF_NCSI,H,Y,Figure,Column chart,0,,,OK,OK,Approved,,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • Selection of National Cyber Security Index (NCSI) indicators for Pacific Island Countries and Territories (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.1,Improved sustainable management of fisheries.,"Number of countries with strong and up-to-date coastal fishery management policies, legislation and planning",UNITS,,Coastal fisheries Report Card?,,,,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Technology and Connectivity,1,"All Pacific peoples have access to inclusive, affordable, accessible, reliable, regular, safe, clean, and sustainable land, air, and sea transportation services.",1.0,"Improved access by all Pacific peoples to affordable, reliable, regular, safe, and clean and sustainable land, air, and sea transport services.",Number of aviation incidents per year,NUMBER,,PIPI Report,,,,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Climate change and disasters,1,"All Pacific peoples are living safe, and prosperous lives, resilient to the impacts of climate change and disasters",1.2,"Pacific governments and communities have developed and strengthened capacity for adapting, building resilience, and responding to climate change and disaster risks, particularly for the most vulnerable.",Number of least developed countries and small island developing States receiving support climate change,BOOL,,,13.b.1,SPC_13_b_1,,,H,Y,Cartoon,,0,to confirm: Cartoon (maybe with the information on PNG),,KO,OK,Needs Fixing,Single value circle,No comment,100,,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 13 - Climate Action (pacificdata.org),Approved,Change the scale,.Stat Data Explorer • Blue Pacific 2050 (all) (pacificdata.org),,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.1,Improved sustainable management of fisheries.,Proportion of national exclusive economic zones managed using ecosystem-based approaches,BOOL,,,14.2.1,SPC_14_2_1,,,H,Y,Cartoon,,0,"Cartoon (maybe with the information on NC, PW)",,OK,OK,Approved,Phase 2: Cartoon,No comment,,,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 14 - Life Below Water (pacificdata.org),Approved,,,,,
6,Oceans and environment,1,The Pacific region’s ocean and environment are sustainably managed and are resilient to threats.,1.6,Strengthened waste management and reduction in all forms of pollution and effective mitigation of various threats to the ocean and land environment inclusive of nuclear contamination. ,"Hazardous waste generated, per capita (Kg) ",KG,,,12.4.2,SPC_12_4_2,,,H,Y,Cartoon,,0,cartoon (maybe with the information on FJ),,,,,Cartoon,No comment,,NO,,,,,,,,,YES,.Stat Data Explorer • Sustainable Development Goal 12 - Responsible Consumption and Production (pacificdata.org),Approved,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
